total_loss 0.00369868148118,loss_cham 0.00369538739324,delta_strain 0.00001676872125, dleta_sigma: 0.00304101943038, strain_energy: 0.02362346649170
total_loss 0.00145185913425,loss_cham 0.00144932116382,delta_strain 0.00005708366734, dleta_sigma: 0.00219283066690, strain_energy: 0.02881719917059
total_loss 0.00341264437884,loss_cham 0.00338355451822,delta_strain 0.01348249986768, dleta_sigma: 0.00343179050833, strain_energy: 1.21757280826569
total_loss 0.00147424801253,loss_cham 0.00145254353993,delta_strain 0.00897601805627, dleta_sigma: 0.00366369215772, strain_energy: 0.90648043155670
total_loss 0.00194988586009,loss_cham 0.00187940441538,delta_strain 0.04599466919899, dleta_sigma: 0.00347679900005, strain_energy: 2.10099983215332
total_loss 0.00147614604793,loss_cham 0.00143229193054,delta_strain 0.02447403967381, dleta_sigma: 0.00363792781718, strain_energy: 1.57421231269836
total_loss 0.00084254739340,loss_cham 0.00083560997155,delta_strain 0.00071647908771, dleta_sigma: 0.00322621269152, strain_energy: 0.29947361350060
total_loss 0.00203298334964,loss_cham 0.00190861918963,delta_strain 0.09090125560760, dleta_sigma: 0.00309412414208, strain_energy: 3.03688502311707
total_loss 0.00373920216225,loss_cham 0.00363496225327,delta_strain 0.07247945666313, dleta_sigma: 0.00342832366005, strain_energy: 2.83319854736328
total_loss 0.00274927145801,loss_cham 0.00273573212326,delta_strain 0.00413870392367, dleta_sigma: 0.00312785850838, strain_energy: 0.62727707624435
total_loss 0.00206073257141,loss_cham 0.00205403426662,delta_strain 0.00079862034181, dleta_sigma: 0.00337780453265, strain_energy: 0.25216883420944
total_loss 0.00356453796849,loss_cham 0.00354742538184,delta_strain 0.00552296545357, dleta_sigma: 0.00344333401881, strain_energy: 0.81463444232941
total_loss 0.00095658295322,loss_cham 0.00089448160725,delta_strain 0.04160599783063, dleta_sigma: 0.00269847759046, strain_energy: 1.77968931198120
total_loss 0.00269728014246,loss_cham 0.00261724158190,delta_strain 0.05060613527894, dleta_sigma: 0.00411965930834, strain_energy: 2.53125810623169
total_loss 0.00119964859914,loss_cham 0.00119257275946,delta_strain 0.00057473650668, dleta_sigma: 0.00444378145039, strain_energy: 0.20572923123837
total_loss 0.00185245741159,loss_cham 0.00181284430437,delta_strain 0.02126225829124, dleta_sigma: 0.00358704850078, strain_energy: 1.47637951374054
total_loss 0.00143332162406,loss_cham 0.00139424763620,delta_strain 0.02239371091127, dleta_sigma: 0.00297586340457, strain_energy: 1.37043619155884
total_loss 0.00084792712005,loss_cham 0.00084343954222,delta_strain 0.00032602919964, dleta_sigma: 0.00288785668090, strain_energy: 0.12736819684505
total_loss 0.00187858915888,loss_cham 0.00175581395160,delta_strain 0.08547113090754, dleta_sigma: 0.00408095121384, strain_energy: 3.32232189178467
total_loss 0.00347404205240,loss_cham 0.00338812032714,delta_strain 0.06007239967585, dleta_sigma: 0.00277694594115, strain_energy: 2.30724334716797
total_loss 0.00247830338776,loss_cham 0.00247386819683,delta_strain 0.00025593131431, dleta_sigma: 0.00294108595699, strain_energy: 0.12382364273071
total_loss 0.00172789988574,loss_cham 0.00171685474925,delta_strain 0.00238301116042, dleta_sigma: 0.00371083198115, strain_energy: 0.49512588977814
total_loss 0.00334973959252,loss_cham 0.00334340240806,delta_strain 0.00107311911415, dleta_sigma: 0.00189080531709, strain_energy: 0.33732753992081
total_loss 0.00083136709873,loss_cham 0.00077883701306,delta_strain 0.03174857050180, dleta_sigma: 0.00329432403669, strain_energy: 1.74871969223022
total_loss 0.00243102037348,loss_cham 0.00233982643113,delta_strain 0.06084122508764, dleta_sigma: 0.00361078372225, strain_energy: 2.67420053482056
total_loss 0.00120629963931,loss_cham 0.00120296457317,delta_strain 0.00029619268025, dleta_sigma: 0.00281157228164, strain_energy: 0.02273607999086
total_loss 0.00190481566824,loss_cham 0.00187956483569,delta_strain 0.01241466309875, dleta_sigma: 0.00298580713570, strain_energy: 0.98504048585892
total_loss 0.00140998896677,loss_cham 0.00138691975735,delta_strain 0.00967283174396, dleta_sigma: 0.00362074747682, strain_energy: 0.97756552696228
total_loss 0.00098754663486,loss_cham 0.00098242145032,delta_strain 0.00003252485112, dleta_sigma: 0.00326749216765, strain_energy: 0.18251448869705
total_loss 0.00191829446703,loss_cham 0.00176735734567,delta_strain 0.11919456720352, dleta_sigma: 0.00221125455573, strain_energy: 2.95312094688416
total_loss 0.00327581143938,loss_cham 0.00316586671397,delta_strain 0.07822572439909, dleta_sigma: 0.00319959572516, strain_energy: 2.85195326805115
total_loss 0.00238926429302,loss_cham 0.00237300759181,delta_strain 0.00679335603490, dleta_sigma: 0.00297674164176, strain_energy: 0.64865481853485
total_loss 0.00157757825218,loss_cham 0.00154392933473,delta_strain 0.01964022032917, dleta_sigma: 0.00269808666781, strain_energy: 1.13106882572174
total_loss 0.00330375437625,loss_cham 0.00329855596647,delta_strain 0.00011602027371, dleta_sigma: 0.00277851638384, strain_energy: 0.23037433624268
total_loss 0.00117305188905,loss_cham 0.00112503720447,delta_strain 0.03117598593235, dleta_sigma: 0.00234883767553, strain_energy: 1.44898974895477
total_loss 0.00245211017318,loss_cham 0.00234218640253,delta_strain 0.07426229864359, dleta_sigma: 0.00421047303826, strain_energy: 3.14509606361389
total_loss 0.00129892304540,loss_cham 0.00129588274285,delta_strain 0.00001151932611, dleta_sigma: 0.00221176259220, strain_energy: 0.08169674128294
total_loss 0.00192083534785,loss_cham 0.00190810940694,delta_strain 0.00459222914651, dleta_sigma: 0.00243376148865, strain_energy: 0.56999015808105
total_loss 0.00143851514440,loss_cham 0.00143196270801,delta_strain 0.00096560543170, dleta_sigma: 0.00248067686334, strain_energy: 0.31062337756157
total_loss 0.00124862533994,loss_cham 0.00124141713604,delta_strain 0.00048004355631, dleta_sigma: 0.00357770640403, strain_energy: 0.31504058837891
total_loss 0.00252400292084,loss_cham 0.00240628654137,delta_strain 0.08401231467724, dleta_sigma: 0.00322579662316, strain_energy: 3.04783344268799
total_loss 0.00346300657839,loss_cham 0.00337611814030,delta_strain 0.06328978389502, dleta_sigma: 0.00222764047794, strain_energy: 2.13708090782166
total_loss 0.00235106097534,loss_cham 0.00233566109091,delta_strain 0.00667653093114, dleta_sigma: 0.00241382676177, strain_energy: 0.63097894191742
total_loss 0.00152507179882,loss_cham 0.00148515996989,delta_strain 0.02131445892155, dleta_sigma: 0.00382414506748, strain_energy: 1.47731852531433
total_loss 0.00352483289316,loss_cham 0.00352174392901,delta_strain 0.00012007921760, dleta_sigma: 0.00280155334622, strain_energy: 0.01672289520502
total_loss 0.00152802129742,loss_cham 0.00150771369226,delta_strain 0.00682787830010, dleta_sigma: 0.00432568090037, strain_energy: 0.91541385650635
total_loss 0.00306198722683,loss_cham 0.00299514271319,delta_strain 0.04514509439468, dleta_sigma: 0.00264009227976, strain_energy: 1.90593969821930
total_loss 0.00130921008531,loss_cham 0.00129589764401,delta_strain 0.00375836435705, dleta_sigma: 0.00390494219027, strain_energy: 0.56491357088089
total_loss 0.00188025156967,loss_cham 0.00184007768985,delta_strain 0.02274340577424, dleta_sigma: 0.00311583792791, strain_energy: 1.43147122859955
total_loss 0.00145875511225,loss_cham 0.00143815076444,delta_strain 0.00789705477655, dleta_sigma: 0.00337135791779, strain_energy: 0.93358886241913
total_loss 0.00099651922937,loss_cham 0.00099032081198,delta_strain 0.00038897740887, dleta_sigma: 0.00334277469665, strain_energy: 0.24667218327522
total_loss 0.00230897404253,loss_cham 0.00218797987327,delta_strain 0.08279065042734, dleta_sigma: 0.00407372880727, strain_energy: 3.41296052932739
total_loss 0.00361336464994,loss_cham 0.00352390203625,delta_strain 0.06339609622955, dleta_sigma: 0.00258090416901, strain_energy: 2.34855604171753
total_loss 0.00246165809222,loss_cham 0.00245908368379,delta_strain 0.00005842611426, dleta_sigma: 0.00213337549940, strain_energy: 0.03825175762177
total_loss 0.00161564373411,loss_cham 0.00160636298824,delta_strain 0.00298140174709, dleta_sigma: 0.00199263868853, strain_energy: 0.43066528439522
total_loss 0.00326895713806,loss_cham 0.00325989467092,delta_strain 0.00082056887913, dleta_sigma: 0.00412817439064, strain_energy: 0.41138690710068
total_loss 0.00091038324172,loss_cham 0.00087080051890,delta_strain 0.02177320234478, dleta_sigma: 0.00346446316689, strain_energy: 1.43450331687927
total_loss 0.00265826005489,loss_cham 0.00258558150381,delta_strain 0.05236639082432, dleta_sigma: 0.00206039263867, strain_energy: 1.82518887519836
total_loss 0.00125265808310,loss_cham 0.00124467862770,delta_strain 0.00186450441834, dleta_sigma: 0.00277925981209, strain_energy: 0.33356270194054
total_loss 0.00186596240383,loss_cham 0.00182083249092,delta_strain 0.02571337856352, dleta_sigma: 0.00345840677619, strain_energy: 1.59581756591797
total_loss 0.00141071516555,loss_cham 0.00137897441164,delta_strain 0.01704945042729, dleta_sigma: 0.00273579196073, strain_energy: 1.19554829597473
total_loss 0.00087002030341,loss_cham 0.00086426071357,delta_strain 0.00075317762094, dleta_sigma: 0.00296116806567, strain_energy: 0.20452938973904
total_loss 0.00187752628699,loss_cham 0.00175430066884,delta_strain 0.08899120986462, dleta_sigma: 0.00328409764916, strain_energy: 3.09503221511841
total_loss 0.00330762285739,loss_cham 0.00322252442129,delta_strain 0.06226952746511, dleta_sigma: 0.00210312055424, strain_energy: 2.07256984710693
total_loss 0.00244787032716,loss_cham 0.00243422272615,delta_strain 0.00332869519480, dleta_sigma: 0.00444982806221, strain_energy: 0.58690661191940
total_loss 0.00161525630392,loss_cham 0.00158989522606,delta_strain 0.01051332429051, dleta_sigma: 0.00408690609038, strain_energy: 1.07608497142792
total_loss 0.00315711414441,loss_cham 0.00314916577190,delta_strain 0.00091500545386, dleta_sigma: 0.00297549157403, strain_energy: 0.40578532218933
total_loss 0.00093344470952,loss_cham 0.00086828379426,delta_strain 0.04186517372727, dleta_sigma: 0.00331960432231, strain_energy: 1.99761998653412
total_loss 0.00229293876328,loss_cham 0.00217533577234,delta_strain 0.08225175738335, dleta_sigma: 0.00381889473647, strain_energy: 3.15323400497437
total_loss 0.00138547597453,loss_cham 0.00137922517024,delta_strain 0.00055123999482, dleta_sigma: 0.00277925352566, strain_energy: 0.29203358292580
total_loss 0.00194488011766,loss_cham 0.00193268409930,delta_strain 0.00271716713905, dleta_sigma: 0.00370103097521, strain_energy: 0.57777982950211
total_loss 0.00140322686639,loss_cham 0.00139556010254,delta_strain 0.00087791914120, dleta_sigma: 0.00306519540027, strain_energy: 0.37236419320107
total_loss 0.00083961233031,loss_cham 0.00083644723054,delta_strain 0.00002037733429, dleta_sigma: 0.00292577827349, strain_energy: 0.02189648151398
total_loss 0.00187769671902,loss_cham 0.00176919088699,delta_strain 0.07763342559338, dleta_sigma: 0.00296643376350, strain_energy: 2.79059934616089
total_loss 0.00331760384142,loss_cham 0.00325709464960,delta_strain 0.04049402475357, dleta_sigma: 0.00228981417604, strain_energy: 1.77251529693604
total_loss 0.00269766338170,loss_cham 0.00266488455236,delta_strain 0.02050421200693, dleta_sigma: 0.00206669326872, strain_energy: 1.02079105377197
total_loss 0.00169664970599,loss_cham 0.00163335702382,delta_strain 0.03806202486157, dleta_sigma: 0.00435132440180, strain_energy: 2.08792924880981
total_loss 0.00315983430482,loss_cham 0.00315645895898,delta_strain 0.00015684099344, dleta_sigma: 0.00291772559285, strain_energy: 0.03006476163864
total_loss 0.00092601042707,loss_cham 0.00087301537860,delta_strain 0.03162481635809, dleta_sigma: 0.00347037473693, strain_energy: 1.78998184204102
total_loss 0.00221069552936,loss_cham 0.00208819610998,delta_strain 0.09468076378107, dleta_sigma: 0.00218124804087, strain_energy: 2.56374168395996
total_loss 0.00172473385464,loss_cham 0.00170629250351,delta_strain 0.00569069618359, dleta_sigma: 0.00380488764495, strain_energy: 0.89457392692566
total_loss 0.00210919696838,loss_cham 0.00210313848220,delta_strain 0.00116892368533, dleta_sigma: 0.00258384528570, strain_energy: 0.23056477308273
total_loss 0.00158750708215,loss_cham 0.00156992080156,delta_strain 0.00855999253690, dleta_sigma: 0.00248880870640, strain_energy: 0.65373659133911
total_loss 0.00105586298741,loss_cham 0.00103702442721,delta_strain 0.00715792784467, dleta_sigma: 0.00305630685762, strain_energy: 0.86243569850922
total_loss 0.00208338326775,loss_cham 0.00195120309945,delta_strain 0.08913552761078, dleta_sigma: 0.00464345701039, strain_energy: 3.84012603759766
total_loss 0.00330111267976,loss_cham 0.00322925625369,delta_strain 0.04964164644480, dleta_sigma: 0.00230585364625, strain_energy: 1.99088430404663
total_loss 0.00272201071493,loss_cham 0.00268919067457,delta_strain 0.01867727749050, dleta_sigma: 0.00278451945633, strain_energy: 1.13584291934967
total_loss 0.00188691506628,loss_cham 0.00181664538104,delta_strain 0.04877484962344, dleta_sigma: 0.00270223594271, strain_energy: 1.87926185131073
total_loss 0.00340193649754,loss_cham 0.00339188612998,delta_strain 0.00304833054543, dleta_sigma: 0.00319186551496, strain_energy: 0.38102367520332
total_loss 0.00079807726434,loss_cham 0.00078255607514,delta_strain 0.00518534937873, dleta_sigma: 0.00323581229895, strain_energy: 0.71000123023987
total_loss 0.00245241378434,loss_cham 0.00237048789859,delta_strain 0.05839089304209, dleta_sigma: 0.00236079585738, strain_energy: 2.11739706993103
total_loss 0.00148938084021,loss_cham 0.00148355867714,delta_strain 0.00086414808175, dleta_sigma: 0.00208000955172, strain_energy: 0.28780412673950
total_loss 0.00196729693562,loss_cham 0.00196216208860,delta_strain 0.00024637658498, dleta_sigma: 0.00290669407696, strain_energy: 0.19819107651711
total_loss 0.00151088414714,loss_cham 0.00149877381045,delta_strain 0.00373024516739, dleta_sigma: 0.00355011248030, strain_energy: 0.48300024867058
total_loss 0.00102221092675,loss_cham 0.00099829887040,delta_strain 0.00957920774817, dleta_sigma: 0.00370213342831, strain_energy: 1.06307411193848
total_loss 0.00197088601999,loss_cham 0.00182263448369,delta_strain 0.10464760661125, dleta_sigma: 0.00420940481126, strain_energy: 3.93943691253662
total_loss 0.00319499336183,loss_cham 0.00309262727387,delta_strain 0.06978286802769, dleta_sigma: 0.00351445283741, strain_energy: 2.90687990188599
total_loss 0.00247996370308,loss_cham 0.00246643763967,delta_strain 0.00361061003059, dleta_sigma: 0.00404325406998, strain_energy: 0.58722865581512
total_loss 0.00166712689679,loss_cham 0.00163159542717,delta_strain 0.01951200142503, dleta_sigma: 0.00308909127489, strain_energy: 1.29303598403931
total_loss 0.00327070080675,loss_cham 0.00326520530507,delta_strain 0.00065599172376, dleta_sigma: 0.00378429912962, strain_energy: 0.10553266108036
total_loss 0.00077178818174,loss_cham 0.00076094979886,delta_strain 0.00343988998793, dleta_sigma: 0.00233222870156, strain_energy: 0.50662761926651
total_loss 0.00232885591686,loss_cham 0.00225841975771,delta_strain 0.04254051670432, dleta_sigma: 0.00392244243994, strain_energy: 2.39732646942139
total_loss 0.00120495411102,loss_cham 0.00119967223145,delta_strain 0.00114900700282, dleta_sigma: 0.00229114200920, strain_energy: 0.18416577577591
total_loss 0.00186307635158,loss_cham 0.00183440186083,delta_strain 0.01279014069587, dleta_sigma: 0.00395858054981, strain_energy: 1.19257938861847
total_loss 0.00133143586572,loss_cham 0.00131645123474,delta_strain 0.00319914938882, dleta_sigma: 0.00477311294526, strain_energy: 0.70123857259750
total_loss 0.00090988958254,loss_cham 0.00089758296963,delta_strain 0.00188003131188, dleta_sigma: 0.00460597267374, strain_energy: 0.58206009864807
total_loss 0.00194564706180,loss_cham 0.00178919709288,delta_strain 0.12049630284309, dleta_sigma: 0.00267189973965, strain_energy: 3.32818603515625
total_loss 0.00299289380200,loss_cham 0.00288340612315,delta_strain 0.08149281889200, dleta_sigma: 0.00235578184947, strain_energy: 2.56391692161560
total_loss 0.00230731512420,loss_cham 0.00229539559223,delta_strain 0.00334816914983, dleta_sigma: 0.00342968013138, strain_energy: 0.51419425010681
total_loss 0.00144726876169,loss_cham 0.00141382869333,delta_strain 0.01706608943641, dleta_sigma: 0.00355800404213, strain_energy: 1.28159713745117
total_loss 0.00307970982976,loss_cham 0.00307589583099,delta_strain 0.00020337507885, dleta_sigma: 0.00326025648974, strain_energy: 0.03505110740662
total_loss 0.00076496170368,loss_cham 0.00074552337173,delta_strain 0.00854269135743, dleta_sigma: 0.00259771035053, strain_energy: 0.82979464530945
total_loss 0.00214423518628,loss_cham 0.00206512026489,delta_strain 0.05214234068990, dleta_sigma: 0.00312483683228, strain_energy: 2.38477778434753
total_loss 0.00118813244626,loss_cham 0.00117772759404,delta_strain 0.00228456687182, dleta_sigma: 0.00439509516582, strain_energy: 0.37252271175385
total_loss 0.00188941054512,loss_cham 0.00185316975694,delta_strain 0.02054854854941, dleta_sigma: 0.00290670618415, strain_energy: 1.27855598926544
total_loss 0.00130407209508,loss_cham 0.00128410663456,delta_strain 0.00913905259222, dleta_sigma: 0.00256395479664, strain_energy: 0.82624220848083
total_loss 0.00090326566715,loss_cham 0.00089697481599,delta_strain 0.00040630096919, dleta_sigma: 0.00304508581758, strain_energy: 0.28395077586174
total_loss 0.00201590987854,loss_cham 0.00183838454541,delta_strain 0.13644777238369, dleta_sigma: 0.00308330170810, strain_energy: 3.79941511154175
total_loss 0.00290309940465,loss_cham 0.00277524394915,delta_strain 0.08957254141569, dleta_sigma: 0.00387610867620, strain_energy: 3.44066977500916
total_loss 0.00224725482985,loss_cham 0.00222871825099,delta_strain 0.00681983307004, dleta_sigma: 0.00384235195816, strain_energy: 0.78742676973343
total_loss 0.00134820607491,loss_cham 0.00129969627596,delta_strain 0.02769830450416, dleta_sigma: 0.00392570393160, strain_energy: 1.68856620788574
total_loss 0.00305714784190,loss_cham 0.00305066350847,delta_strain 0.00078450969886, dleta_sigma: 0.00460255797952, strain_energy: 0.10972855985165
total_loss 0.00078550516628,loss_cham 0.00075754779391,delta_strain 0.01166541501880, dleta_sigma: 0.00424297712743, strain_energy: 1.20489656925201
total_loss 0.00214673927985,loss_cham 0.00204863678664,delta_strain 0.06357989460230, dleta_sigma: 0.00427628029138, strain_energy: 3.02462911605835
total_loss 0.00120716658421,loss_cham 0.00119855534285,delta_strain 0.00158061715774, dleta_sigma: 0.00412649568170, strain_energy: 0.29041865468025
total_loss 0.00188058265485,loss_cham 0.00185269128997,delta_strain 0.01470882352442, dleta_sigma: 0.00265603605658, strain_energy: 1.05264711380005
total_loss 0.00129873899277,loss_cham 0.00128277915064,delta_strain 0.00497644627467, dleta_sigma: 0.00348072731867, strain_energy: 0.75027197599411
total_loss 0.00085898337420,loss_cham 0.00085241702618,delta_strain 0.00051080033882, dleta_sigma: 0.00314951594919, strain_energy: 0.29060593247414
total_loss 0.00203938828781,loss_cham 0.00188356707804,delta_strain 0.12337729334831, dleta_sigma: 0.00214761914685, strain_energy: 3.02963471412659
total_loss 0.00288821500726,loss_cham 0.00276951259002,delta_strain 0.08566820621490, dleta_sigma: 0.00309365359135, strain_energy: 2.99405431747437
total_loss 0.00224409275688,loss_cham 0.00222580833361,delta_strain 0.00906354375184, dleta_sigma: 0.00216233287938, strain_energy: 0.70584827661514
total_loss 0.00130898610223,loss_cham 0.00125758268405,delta_strain 0.03312636911869, dleta_sigma: 0.00273275072686, strain_energy: 1.55443775653839
total_loss 0.00312001002021,loss_cham 0.00311348796822,delta_strain 0.00156281073578, dleta_sigma: 0.00291769579053, strain_energy: 0.20417258143425
total_loss 0.00084831431741,loss_cham 0.00082382489927,delta_strain 0.00865137856454, dleta_sigma: 0.00485648214817, strain_energy: 1.09815096855164
total_loss 0.00224742572755,loss_cham 0.00214724615216,delta_strain 0.06623781472445, dleta_sigma: 0.00406711548567, strain_energy: 2.98748397827148
total_loss 0.00124435895123,loss_cham 0.00123499939218,delta_strain 0.00272728456184, dleta_sigma: 0.00297755654901, strain_energy: 0.36547493934631
total_loss 0.00189013476484,loss_cham 0.00185537012294,delta_strain 0.01721076108515, dleta_sigma: 0.00380790489726, strain_energy: 1.37459254264832
total_loss 0.00130084378179,loss_cham 0.00128698244225,delta_strain 0.00433618994430, dleta_sigma: 0.00286584347486, strain_energy: 0.66592723131180
total_loss 0.00090589170577,loss_cham 0.00090063846437,delta_strain 0.00040628985153, dleta_sigma: 0.00242261658423, strain_energy: 0.24243581295013
total_loss 0.00223729969002,loss_cham 0.00207461509854,delta_strain 0.11987742036581, dleta_sigma: 0.00359242409468, strain_energy: 3.92147731781006
total_loss 0.00295981974341,loss_cham 0.00283656921238,delta_strain 0.09200996160507, dleta_sigma: 0.00258876592852, strain_energy: 2.86515855789185
total_loss 0.00221813237295,loss_cham 0.00220141978934,delta_strain 0.00781320966780, dleta_sigma: 0.00224189064465, strain_energy: 0.66576671600342
total_loss 0.00129595585167,loss_cham 0.00124758575112,delta_strain 0.03000311739743, dleta_sigma: 0.00291685713455, strain_energy: 1.54500615596771
total_loss 0.00316853006370,loss_cham 0.00316120078787,delta_strain 0.00211415207013, dleta_sigma: 0.00267789629288, strain_energy: 0.25373768806458
total_loss 0.00093000446213,loss_cham 0.00091765454272,delta_strain 0.00487314118072, dleta_sigma: 0.00205946876667, strain_energy: 0.54173266887665
total_loss 0.00242687901482,loss_cham 0.00234572659247,delta_strain 0.05741350352764, dleta_sigma: 0.00236942106858, strain_energy: 2.13694405555725
total_loss 0.00128214014694,loss_cham 0.00126392208040,delta_strain 0.00749236857519, dleta_sigma: 0.00341819133610, strain_energy: 0.73074567317963
total_loss 0.00188567093574,loss_cham 0.00183354120236,delta_strain 0.02966310270131, dleta_sigma: 0.00403474038467, strain_energy: 1.84319424629211
total_loss 0.00130196847022,loss_cham 0.00127778633032,delta_strain 0.00883077550679, dleta_sigma: 0.00419478910044, strain_energy: 1.11565649509430
total_loss 0.00084556813817,loss_cham 0.00084091461031,delta_strain 0.00007455874584, dleta_sigma: 0.00304135261104, strain_energy: 0.15375998616219
total_loss 0.00216571427882,loss_cham 0.00200656615198,delta_strain 0.11895556747913, dleta_sigma: 0.00321876490489, strain_energy: 3.69739699363708
total_loss 0.00297936983407,loss_cham 0.00285110343248,delta_strain 0.09649132937193, dleta_sigma: 0.00257096718997, strain_energy: 2.92041516304016
total_loss 0.00223991065286,loss_cham 0.00223009008914,delta_strain 0.00364235555753, dleta_sigma: 0.00191712169908, strain_energy: 0.42610678076744
total_loss 0.00133392645512,loss_cham 0.00130038289353,delta_strain 0.01707687228918, dleta_sigma: 0.00342984823510, strain_energy: 1.30369377136230
total_loss 0.00302987569012,loss_cham 0.00302565284073,delta_strain 0.00054885417921, dleta_sigma: 0.00324073480442, strain_energy: 0.04333037137985
total_loss 0.00083895458374,loss_cham 0.00081024284009,delta_strain 0.01323403418064, dleta_sigma: 0.00372843118384, strain_energy: 1.17492687702179
total_loss 0.00221970421262,loss_cham 0.00212513236329,delta_strain 0.06895921379328, dleta_sigma: 0.00232960842550, strain_energy: 2.32827329635620
total_loss 0.00124950648751,loss_cham 0.00123671232723,delta_strain 0.00533658312634, dleta_sigma: 0.00247161183506, strain_energy: 0.49859946966171
total_loss 0.00187068805099,loss_cham 0.00182368140668,delta_strain 0.02645743265748, dleta_sigma: 0.00373722240329, strain_energy: 1.68120419979095
total_loss 0.00126198120415,loss_cham 0.00123889965471,delta_strain 0.01007485296577, dleta_sigma: 0.00297586340457, strain_energy: 1.00309658050537
total_loss 0.00081596139353,loss_cham 0.00081238010898,delta_strain 0.00028324217419, dleta_sigma: 0.00263616954908, strain_energy: 0.06618951261044
total_loss 0.00202545337379,loss_cham 0.00187333952636,delta_strain 0.11472533643246, dleta_sigma: 0.00286362506449, strain_energy: 3.45247650146484
total_loss 0.00283691356890,loss_cham 0.00272117205895,delta_strain 0.08730549365282, dleta_sigma: 0.00221470091492, strain_energy: 2.62213563919067
total_loss 0.00223898561671,loss_cham 0.00221475353464,delta_strain 0.01012346893549, dleta_sigma: 0.00405667908490, strain_energy: 1.00520765781403
total_loss 0.00131109077483,loss_cham 0.00126619648654,delta_strain 0.02699127607048, dleta_sigma: 0.00299708917737, strain_energy: 1.49059855937958
total_loss 0.00295573775657,loss_cham 0.00295134959742,delta_strain 0.00081047799904, dleta_sigma: 0.00313612446189, strain_energy: 0.04414868354797
total_loss 0.00083028641529,loss_cham 0.00079233828001,delta_strain 0.02112187258899, dleta_sigma: 0.00312357861549, strain_energy: 1.37026429176331
total_loss 0.00204304838553,loss_cham 0.00192329194397,delta_strain 0.08801999688148, dleta_sigma: 0.00278446241282, strain_energy: 2.89519119262695
total_loss 0.00135250971653,loss_cham 0.00134729826823,delta_strain 0.00131341721863, dleta_sigma: 0.00228209607303, strain_energy: 0.16159278154373
total_loss 0.00189897080418,loss_cham 0.00187103915960,delta_strain 0.01176946517080, dleta_sigma: 0.00408355752006, strain_energy: 1.20786237716675
total_loss 0.00122639152687,loss_cham 0.00121650344227,delta_strain 0.00213556643575, dleta_sigma: 0.00260789087042, strain_energy: 0.51446533203125
total_loss 0.00081296265125,loss_cham 0.00081003940431,delta_strain 0.00002303715883, dleta_sigma: 0.00244941166602, strain_energy: 0.04507701098919
total_loss 0.00205105752684,loss_cham 0.00190689170267,delta_strain 0.10883001238108, dleta_sigma: 0.00262195058167, strain_energy: 3.27137994766235
total_loss 0.00281709944829,loss_cham 0.00270859757438,delta_strain 0.07512994855642, dleta_sigma: 0.00327680073678, strain_energy: 3.00949144363403
total_loss 0.00235907593742,loss_cham 0.00232246494852,delta_strain 0.02038709633052, dleta_sigma: 0.00329603813589, strain_energy: 1.29280138015747
total_loss 0.00137305876706,loss_cham 0.00130264298059,delta_strain 0.04859326779842, dleta_sigma: 0.00278439279646, strain_energy: 1.90380895137787
total_loss 0.00300745200366,loss_cham 0.00299638509750,delta_strain 0.00319671817124, dleta_sigma: 0.00436673313379, strain_energy: 0.35034269094467
total_loss 0.00083383556921,loss_cham 0.00080671912292,delta_strain 0.01304903905839, dleta_sigma: 0.00308239134029, strain_energy: 1.09849882125854
total_loss 0.00209300359711,loss_cham 0.00197564740665,delta_strain 0.08339268714190, dleta_sigma: 0.00322771118954, strain_energy: 3.07358503341675
total_loss 0.00151721725706,loss_cham 0.00151313003153,delta_strain 0.00027855462395, dleta_sigma: 0.00371588394046, strain_energy: 0.00927539914846
total_loss 0.00192623911425,loss_cham 0.00191150093451,delta_strain 0.00449873879552, dleta_sigma: 0.00315883336589, strain_energy: 0.70806354284286
total_loss 0.00124632893130,loss_cham 0.00124153203797,delta_strain 0.00005840852100, dleta_sigma: 0.00365544017404, strain_energy: 0.10830382257700
total_loss 0.00084641011199,loss_cham 0.00083827937488,delta_strain 0.00088336871704, dleta_sigma: 0.00344656454399, strain_energy: 0.38007974624634
total_loss 0.00215677148663,loss_cham 0.00201332033612,delta_strain 0.10284175723791, dleta_sigma: 0.00343545386568, strain_energy: 3.71740055084229
total_loss 0.00291207781993,loss_cham 0.00281022489071,delta_strain 0.07256447523832, dleta_sigma: 0.00258628372103, strain_energy: 2.67022943496704
total_loss 0.00238449056633,loss_cham 0.00235479883850,delta_strain 0.01704701408744, dleta_sigma: 0.00242975633591, strain_energy: 1.02150273323059
total_loss 0.00143571058288,loss_cham 0.00136622623540,delta_strain 0.05000502988696, dleta_sigma: 0.00217332970351, strain_energy: 1.73059976100922
total_loss 0.00305945589207,loss_cham 0.00304546277039,delta_strain 0.00505616841838, dleta_sigma: 0.00396594777703, strain_energy: 0.49708932638168
total_loss 0.00079604331404,loss_cham 0.00078145792941,delta_strain 0.00504808826372, dleta_sigma: 0.00278669968247, strain_energy: 0.67506623268127
total_loss 0.00219371356070,loss_cham 0.00209753797390,delta_strain 0.06568625569344, dleta_sigma: 0.00311143370345, strain_energy: 2.73778676986694
total_loss 0.00149525271263,loss_cham 0.00148979108781,delta_strain 0.00109516130760, dleta_sigma: 0.00271335244179, strain_energy: 0.16530713438988
